energy,tempo,danceability,playlist_genre,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,playlist_subgenre,type,label_kaggle
0.487,85.706,0.325,electronic,0.288,0.489,Claude François,4.0,0.0297,52,Hommages,French Touch,Comme d'habitude,1993-01-01,1.01e-06,1.0,5.0,249333.0,french,audio_features,0
0.624,115.981,0.834,electronic,0.106,0.831,"Bigflo & Oli, Julien Doré",4.0,0.0838,58,Les autres c’est nous,French Touch,Coup de vieux,2022-06-23,0.0,0.0,9.0,232373.0,french,audio_features,0
0.595,172.07,0.757,electronic,0.131,0.811,Bigflo & Oli,4.0,0.147,58,La vraie vie (Deluxe),French Touch,Dommage,2017-11-03,0.0,0.0,9.0,238147.0,french,audio_features,0
0.784,82.009,0.573,electronic,0.0844,0.69,"Therapie TAXI, Roméo Elvis",4.0,0.0591,63,Hit Sale,French Touch,Hit Sale,2018-02-02,0.0,1.0,9.0,184400.0,french,audio_features,0
0.618,92.02,0.649,electronic,0.0911,0.381,Therapie TAXI,4.0,0.0779,65,Rupture 2 merde,French Touch,Eté 90,2021-01-08,1.16e-06,1.0,9.0,192613.0,french,audio_features,0
0.684,103.978,0.781,electronic,0.442,0.563,"Bigflo & Oli, Fabian Ordonez",4.0,0.318,43,La vraie vie (Deluxe),French Touch,Papa,2017-11-03,0.0,0.0,0.0,318173.0,french,audio_features,0
0.553,102.996,0.706,electronic,0.111,0.392,"Lomepal, Roméo Elvis",4.0,0.112,53,Jeannine,French Touch,1000°C,2018-12-07,3.44e-05,0.0,3.0,235907.0,french,audio_features,0
0.766,124.011,0.702,electronic,0.174,0.512,Roméo Elvis,4.0,0.172,49,Chocolat,French Touch,Soleil,2019-04-12,0.0,0.0,4.0,172293.0,french,audio_features,0
0.693,92.021,0.841,electronic,0.133,0.678,Aya Nakamura,4.0,0.205,57,NAKAMURA (Deluxe Edition),French Touch,40%,2019-10-25,3.99e-06,1.0,11.0,174933.0,french,audio_features,0
0.675,83.204,0.474,electronic,0.131,0.386,Ashh,4.0,0.233,52,Mila 809,French Touch,Lolita,2017-07-07,0.0,1.0,3.0,221986.0,french,audio_features,0
0.772,137.014,0.567,electronic,0.101,0.597,Louise Attaque,4.0,0.0365,65,Louise Attaque,French Touch,J't'emmène au vent,1997-04-22,0.0,1.0,6.0,184173.0,french,audio_features,0
0.623,75.996,0.712,electronic,0.214,0.869,Bekar,4.0,0.0439,52,Plus fort que l'orage,French Touch,A minuit,2023-05-31,0.0,0.0,0.0,132750.0,french,audio_features,0
0.146,88.934,0.391,electronic,0.0996,0.158,Yves Montand,3.0,0.0438,34,Les feuilles mortes,French Touch,Les feuilles mortes,2017-11-10,0.000243,0.0,2.0,200821.0,french,audio_features,0
0.838,140.04,0.63,electronic,0.205,0.707,"Sisi K, BB Model",4.0,0.036,33,La Puissance (bonus edition),French Touch,Elle Danse sexy,2011-06-20,1.27e-05,0.0,0.0,158626.0,french,audio_features,0
0.907,128.056,0.621,electronic,0.067,0.884,"Magic System, Chawki",4.0,0.0474,67,Africainement vôtre,French Touch,Magic in the Air (feat. Ahmed Chawki),2014-05-16,0.0,1.0,2.0,233693.0,french,audio_features,0
0.773,131.559,0.851,electronic,0.214,0.734,Magic System,4.0,0.263,53,Touté kalé,French Touch,Ambiance à l'africaine,2011-04-01,0.0,0.0,9.0,183573.0,french,audio_features,0
0.527,120.462,0.505,electronic,0.0974,0.235,Yamê,4.0,0.0958,67,Bécane - A COLORS SHOW,French Touch,Bécane - A COLORS SHOW,2023-06-01,0.0,1.0,10.0,182440.0,french,audio_features,0
0.774,109.999,0.806,electronic,0.131,0.517,Arcadian,4.0,0.0831,34,Marche ou rêve,French Touch,Petit à petit,2019-10-04,0.0,0.0,7.0,177773.0,french,audio_features,0
0.61,138.266,0.447,electronic,0.0984,0.718,"Dadju, Tayc",5.0,0.188,63,I love you,French Touch,I love you,2023-12-08,0.000175,0.0,1.0,237867.0,french,audio_features,0
0.556,88.188,0.475,electronic,0.0943,0.414,Kendji Girac,4.0,0.051,52,Ensemble (Deluxe Version),French Touch,Les yeux de la mama,2016-11-25,0.0,0.0,4.0,202480.0,french,audio_features,0
0.702,105.232,0.669,electronic,0.119,0.793,Noir Désir,4.0,0.0582,58,Des visages des figures,French Touch,Le vent nous portera,2001-01-01,0.0408,0.0,4.0,288693.0,french,audio_features,0
0.594,152.039,0.771,electronic,0.181,0.581,47ter,4.0,0.0945,42,L’adresse,French Touch,Côte Ouest,2019-10-25,0.0,1.0,8.0,233280.0,french,audio_features,0
0.643,120.014,0.772,electronic,0.0679,0.776,47ter,4.0,0.0447,34,L’adresse,French Touch,On avait dit,2019-10-25,0.0,0.0,10.0,220547.0,french,audio_features,0
0.621,100.055,0.589,electronic,0.0919,0.253,Hoshi,4.0,0.038,58,Étoile flippante (Version deluxe),French Touch,Et même après je t'aimerai,2022-02-11,0.0,1.0,1.0,195987.0,french,audio_features,0
0.624,133.977,0.742,electronic,0.268,0.866,roland decembre,4.0,0.042,14,Tout va bien,French Touch,Tout va bien,2023-02-03,0.154,1.0,2.0,191417.0,french,audio_features,0
0.57,115.02,0.831,electronic,0.122,0.478,Nell Widmer,4.0,0.127,29,Dans ma tête,French Touch,Dans ma tête,2023-05-05,0.0,0.0,6.0,162783.0,french,audio_features,0
0.305,118.677,0.763,electronic,0.774,0.551,Luidji,5.0,0.269,64,Saison 00,French Touch,Reste en Vie,2023-06-22,0.000131,0.0,1.0,198387.0,french,audio_features,0
0.653,157.38,0.665,electronic,0.0769,0.381,"Niska, Booba",3.0,0.0893,52,Médicament,French Touch,Médicament,2019-04-05,0.0,0.0,6.0,198857.0,french,audio_features,0
0.668,150.093,0.795,electronic,0.127,0.349,Niska,4.0,0.244,63,Commando,French Touch,Réseaux,2017-09-22,0.0,1.0,1.0,196453.0,french,audio_features,0
0.802,140.014,0.776,electronic,0.154,0.804,Naza,4.0,0.251,47,C'est la loi,French Touch,P*Tain de m*Rde,2018-05-04,0.00356,1.0,0.0,197160.0,french,audio_features,0
0.168,84.749,0.241,electronic,0.373,0.556,Charles Trenet,3.0,0.0442,43,The Extraordinary Garden - The Very Best Of Charles Trenet,French Touch,La mer,1990-06-25,0.114,1.0,0.0,201840.0,french,audio_features,0
0.362,83.649,0.47,electronic,0.29,0.376,"Serge Gainsbourg, Jane Birkin",4.0,0.0306,51,Comic Strip,French Touch,Je t'aime moi non plus,1996,0.000703,1.0,0.0,268600.0,french,audio_features,0
0.412,179.852,0.651,electronic,0.103,0.922,Zoufris Maracas,3.0,0.0517,39,Chienne de vie,French Touch,Pacifique,2015-03-02,0.0,0.0,3.0,402050.0,french,audio_features,0
0.144,119.659,0.684,electronic,0.241,0.573,Henri Salvador,4.0,0.0708,53,Chambre avec vue,French Touch,Jardin d'hiver,2000-10-15,0.0249,0.0,11.0,168000.0,french,audio_features,0
0.281,129.346,0.42,electronic,0.147,0.277,Léo Ferré,3.0,0.041,22,50 Plus Belles Chansons,French Touch,La mémoire et la mer,2013-01-01,0.0,0.0,4.0,325573.0,french,audio_features,0
0.302,88.15,0.467,electronic,0.36,0.18,Nino Ferrer,4.0,0.0291,38,Nino Ferrer,French Touch,La maison près de la fontaine,2004-01-01,0.00065,0.0,5.0,225253.0,french,audio_features,0
0.56,89.885,0.534,electronic,0.11,0.599,Nino Ferrer,4.0,0.0236,57,Nino Ferrer,French Touch,Le sud,2004-01-01,9.63e-05,1.0,4.0,275040.0,french,audio_features,0
0.631,128.013,0.83,indie,0.0539,0.877,The Jungle Giants,4.0,0.0313,65,Quiet Ferocity,Australian Indie,Used to Be in Love,2017-07-07,0.0359,0.0,11.0,222787.0,australian,audio_features,0
0.55,111.962,0.629,indie,0.108,0.7,Spacey Jane,4.0,0.0263,62,Sunlight,Australian Indie,Booster Seat,2020-06-12,1.21e-06,1.0,11.0,268880.0,australian,audio_features,0
0.898,97.021,0.565,indie,0.254,0.864,Royel Otis,4.0,0.0412,68,Sofa Kings,Australian Indie,Sofa King,2023-03-31,0.00296,1.0,0.0,196317.0,australian,audio_features,0
0.852,86.309,0.493,indie,0.147,0.499,Ocean Alley,4.0,0.0802,62,Yellow Mellow EP,Australian Indie,Yellow Mellow,2013-09-08,9.72e-06,0.0,11.0,225656.0,australian,audio_features,0
0.883,95.951,0.506,indie,0.104,0.5,Old Mervs,4.0,0.0363,53,Out Of Luck,Australian Indie,Out Of Luck,2021-08-06,0.0,1.0,7.0,179219.0,australian,audio_features,0
0.603,108.074,0.718,indie,0.0781,0.474,Shag Rock,4.0,0.0258,55,Barefoot,Australian Indie,Sunbleached Girl,2017-02-10,0.0,1.0,3.0,177467.0,australian,audio_features,0
0.849,148.002,0.673,indie,0.116,0.375,Thelma Plum,4.0,0.0544,51,Better in Blak,Australian Indie,Better in Blak,2019-07-12,0.000274,1.0,1.0,192467.0,australian,audio_features,0
0.585,110.058,0.646,indie,0.406,0.412,Lime Cordiale,4.0,0.0336,55,14 Steps To A Better You,Australian Indie,Money,2020-07-10,0.293,1.0,4.0,238180.0,australian,audio_features,0
0.69,77.66,0.456,indie,0.0992,0.512,Sticky Fingers,4.0,0.0448,62,Caress Your Soul,Australian Indie,Australia Street,2013-03-08,0.0,1.0,0.0,219027.0,australian,audio_features,0
0.64,104.989,0.553,indie,0.205,0.478,Skegss,4.0,0.0288,51,My Own Mess,Australian Indie,Up In The Clouds,2018-09-07,0.0,1.0,0.0,149623.0,australian,audio_features,0
0.636,122.966,0.803,indie,0.0791,0.817,The Jungle Giants,4.0,0.0322,55,Quiet Ferocity,Australian Indie,Feel the Way I Do,2017-07-07,0.00505,0.0,11.0,205147.0,australian,audio_features,0
0.805,100.003,0.746,indie,0.104,0.906,DOPE LEMON,4.0,0.0339,64,Rose Pink Cadillac,Australian Indie,Rose Pink Cadillac,2022-01-07,0.00685,1.0,1.0,261912.0,australian,audio_features,0
0.542,169.31,0.334,indie,0.139,0.809,Ocean Alley,4.0,0.0263,55,Lonely Diamond,Australian Indie,Tombstone,2020-06-19,0.000632,1.0,5.0,240280.0,australian,audio_features,0
0.16,56.449,0.0789,electronic,0.0943,0.0409,Lights & Motion,4.0,0.0362,33,Bloom,Nordic Electronica,Glaciers,2018-02-02,0.786,1.0,7.0,176373.0,nordic,audio_features,0
0.0429,69.569,0.196,electronic,0.152,0.0575,Luke Howard,5.0,0.0395,24,Two Places,Nordic Electronica,The Ends,2016-01-01,0.983,1.0,11.0,214334.0,nordic,audio_features,0
0.185,92.992,0.513,electronic,0.101,0.0341,Tony Anderson,4.0,0.0348,41,Ariana,Nordic Electronica,Ariana,2020-01-17,0.897,1.0,6.0,557635.0,nordic,audio_features,0
0.163,166.037,0.398,electronic,0.0811,0.371,Benjamin Drewitz,4.0,0.033,21,Rush/Rest,Nordic Electronica,Rush/Rest,2024-10-18,0.905,0.0,2.0,150361.0,nordic,audio_features,0
0.233,178.034,0.257,electronic,0.103,0.037,Jakob Ahlbom,3.0,0.039,18,Umbra,Nordic Electronica,Umbra,2024-10-03,0.924,1.0,7.0,229158.0,nordic,audio_features,0
0.287,64.845,0.128,electronic,0.0906,0.0392,"Patrik Berg Almkvisth, LUCHS, Hollie Kenniff",3.0,0.0368,14,Solskur (Rework),Nordic Electronica,Solskur - Rework,2023-11-10,0.927,1.0,2.0,283399.0,nordic,audio_features,0
0.106,118.084,0.612,electronic,0.0854,0.251,Henrik Lindstrand,3.0,0.0348,21,Leken,Nordic Electronica,Enghave Lys,2017-10-06,0.937,1.0,9.0,219267.0,nordic,audio_features,0
0.167,79.948,0.417,electronic,0.065,0.0769,"Dear Gravity, Music Within",1.0,0.0295,34,december (Music Within remix),Nordic Electronica,december - Music Within remix,2024-11-08,0.916,0.0,4.0,221007.0,nordic,audio_features,0
0.132,132.338,0.208,electronic,0.116,0.0916,Koshun Nakao,5.0,0.0389,19,We Still Share the Same Sky,Nordic Electronica,We Still Share the Same Sky,2024-10-11,0.913,1.0,0.0,192000.0,nordic,audio_features,0
0.139,103.549,0.245,electronic,0.0867,0.149,From Somewhere Quiet,4.0,0.0313,20,Monarch,Nordic Electronica,Monarch,2024-03-08,0.91,1.0,2.0,194307.0,nordic,audio_features,0
0.0917,70.294,0.24,electronic,0.0767,0.0385,Jakob Ahlbom,4.0,0.0357,16,Relent,Nordic Electronica,Relent,2022-11-11,0.867,1.0,10.0,217760.0,nordic,audio_features,0
0.206,84.122,0.124,electronic,0.0619,0.0367,AEMIA,4.0,0.0368,12,All The Things I Want To Remember,Nordic Electronica,New Beginning,2023-02-10,0.786,1.0,5.0,299213.0,nordic,audio_features,0
0.00945,76.745,0.152,electronic,0.123,0.249,Ross Lara,4.0,0.0355,25,love is like the wind,Nordic Electronica,love is like the wind,2024-10-21,0.94,1.0,9.0,266169.0,nordic,audio_features,0
0.0732,88.092,0.18,electronic,0.112,0.0703,"Jakob Ahlbom, Hanna Ekström, Anna Dager",4.0,0.0326,34,Autonomy,Nordic Electronica,Autonomy,2023-12-01,0.94,1.0,3.0,256039.0,nordic,audio_features,0
0.0798,86.126,0.254,electronic,0.0734,0.0679,"Salt Of The Sound, Simon Wester",4.0,0.0308,46,Restore,Nordic Electronica,Restore - Instrumental,2024-10-11,0.977,1.0,2.0,181093.0,nordic,audio_features,0
0.0624,69.11,0.227,electronic,0.109,0.0387,"Stilhed, Jacob David",3.0,0.0376,31,Trampoline,Nordic Electronica,Trampoline,2024-10-11,0.939,1.0,8.0,195000.0,nordic,audio_features,0
0.0445,70.694,0.267,electronic,0.104,0.241,Sarah Watson,4.0,0.0321,39,Waiting For You,Nordic Electronica,Chapter Three,2024-05-24,0.911,1.0,0.0,129532.0,nordic,audio_features,0
0.0661,77.843,0.171,electronic,0.112,0.0393,bløeme,3.0,0.0324,12,dvale,Nordic Electronica,dvale,2024-11-14,0.863,0.0,7.0,123000.0,nordic,audio_features,0
0.039,128.309,0.188,electronic,0.168,0.0806,Charlie Ryder,3.0,0.0397,22,Cavendish Creek,Nordic Electronica,Cavendish Creek,2024-10-18,0.915,1.0,9.0,145090.0,nordic,audio_features,0
0.313,112.876,0.207,electronic,0.127,0.0381,Immanu El,4.0,0.0484,15,Distance,Nordic Electronica,Tundra,2021-06-04,0.888,1.0,7.0,234125.0,nordic,audio_features,0
0.131,86.729,0.166,electronic,0.0877,0.0703,From Somewhere Quiet,4.0,0.0367,26,Cambridge,Nordic Electronica,Cambridge,2024-05-03,0.896,1.0,0.0,148227.0,nordic,audio_features,0
0.146,79.161,0.186,electronic,0.286,0.0369,Ross Lara,4.0,0.0349,14,Heartbeat,Nordic Electronica,Heartbeat,2024-09-23,0.938,1.0,1.0,303025.0,nordic,audio_features,0
0.137,116.13,0.173,electronic,0.0906,0.0391,Dear Gravity,4.0,0.0347,30,earlyyears reimagined,Nordic Electronica,cure all - reimagined,2024-09-20,0.965,1.0,9.0,337947.0,nordic,audio_features,0
0.0647,69.935,0.16,electronic,0.108,0.177,Alfonso Peduto,4.0,0.0379,14,The Distance Between Us,Nordic Electronica,The Distance Between Us III,2024-08-09,0.848,0.0,1.0,152309.0,nordic,audio_features,0
0.0637,109.903,0.382,electronic,0.094,0.0783,Jakob Ahlbom,4.0,0.0343,35,Elision,Nordic Electronica,The Fig Tree,2020-10-09,0.836,1.0,7.0,155697.0,nordic,audio_features,0
0.151,67.141,0.202,electronic,0.101,0.0361,"Raphah, We Dream of Eden",3.0,0.0326,30,Through the Trees,Nordic Electronica,Through the Trees,2024-08-16,0.918,1.0,4.0,216053.0,nordic,audio_features,0
0.0254,53.829,0.426,electronic,0.0978,0.246,Ward Dhoore,4.0,0.035,11,Song For O,Nordic Electronica,Song For O,2022-03-29,0.951,0.0,6.0,179003.0,nordic,audio_features,0
0.0331,73.003,0.173,electronic,0.111,0.248,Charlie Ryder,4.0,0.0465,15,Sense of Perception,Nordic Electronica,Sense of Perception,2024-07-21,0.782,1.0,6.0,270157.0,nordic,audio_features,0
0.122,97.609,0.188,electronic,0.0754,0.0392,"Jakob Ahlbom, Hanna Ekström, Anna Dager",4.0,0.0373,31,Eyries,Nordic Electronica,Eyries,2023-10-13,0.81,0.0,2.0,187390.0,nordic,audio_features,0
0.0277,124.035,0.489,electronic,0.128,0.0861,Giuliano Poles,4.0,0.0418,14,Exist,Nordic Electronica,Exist,2024-06-28,0.933,0.0,4.0,159677.0,nordic,audio_features,0
0.204,90.792,0.102,electronic,0.0794,0.0367,"Simon Wester, We Dream of Eden",5.0,0.0373,38,Haven of the Heart,Nordic Electronica,Distant Memory,2024-09-20,0.952,1.0,0.0,195280.0,nordic,audio_features,0
0.105,57.353,0.129,electronic,0.0837,0.0389,"Sun Rain, Alaskan Tapes",3.0,0.0403,13,Sun,Nordic Electronica,Sun,2023-12-22,0.95,1.0,0.0,182000.0,nordic,audio_features,0
0.296,98.021,0.192,electronic,0.0752,0.0342,"Jakob Ahlbom, Anna Dager, Hanna Ekström",3.0,0.0369,13,Autonomy,Nordic Electronica,Ecosystem,2023-12-01,0.837,1.0,5.0,149476.0,nordic,audio_features,0
0.0519,70.798,0.121,electronic,0.0841,0.131,Anneline Hugo,3.0,0.0415,14,New Mercies,Nordic Electronica,New Mercies,2024-09-13,0.817,1.0,9.0,185333.0,nordic,audio_features,0
0.141,133.731,0.382,electronic,0.0713,0.0385,"Fryderyk HD, Lilibet",4.0,0.0359,19,Run,Nordic Electronica,Run,2024-10-17,0.779,1.0,0.0,205075.0,nordic,audio_features,0
0.335,82.398,0.265,electronic,0.0975,0.0501,PuzzleWaves,4.0,0.0412,21,Hoarfrost,Nordic Electronica,Hoarfrost,2024-10-25,0.843,1.0,7.0,203133.0,nordic,audio_features,0
0.131,97.16,0.401,electronic,0.111,0.0656,Adalione,4.0,0.0333,21,Lakewood,Nordic Electronica,Lakewood,2024-10-25,0.9,1.0,1.0,165773.0,nordic,audio_features,0
0.0503,52.248,0.0642,electronic,0.302,0.0354,Sailsetter,4.0,0.0452,35,Northern,Nordic Electronica,Northern,2024-10-10,0.967,1.0,2.0,166000.0,nordic,audio_features,0
0.0745,115.856,0.219,electronic,0.0789,0.0385,Beneath The Mountain,4.0,0.041,14,Altitude,Nordic Electronica,Altitude,2024-01-12,0.955,1.0,1.0,215073.0,nordic,audio_features,0
0.072,160.113,0.419,electronic,0.0959,0.0615,Taisen,4.0,0.0302,11,Time No Time,Nordic Electronica,Sand Castle,2024-04-19,0.915,0.0,10.0,215293.0,nordic,audio_features,0
0.154,120.408,0.345,electronic,0.107,0.0388,Libby Flores,4.0,0.0379,17,Nostalgia,Nordic Electronica,Nostalgia,2024-03-26,0.905,0.0,11.0,125989.0,nordic,audio_features,0
0.0135,80.163,0.17,electronic,0.109,0.0895,Ben Laver,4.0,0.0443,16,Lost Love,Nordic Electronica,Lost Love,2024-09-13,0.958,1.0,6.0,237273.0,nordic,audio_features,0
0.152,113.419,0.532,electronic,0.121,0.152,Uutela,3.0,0.0399,24,Landscapes,Nordic Electronica,Landscapes,2024-11-01,0.862,1.0,3.0,137579.0,nordic,audio_features,0
0.259,80.745,0.127,electronic,0.0937,0.0364,Euan Dalgarno,4.0,0.0388,12,A Short Dream About Jupiter,Nordic Electronica,Coasting,2023-11-03,0.896,1.0,1.0,297185.0,nordic,audio_features,0
0.139,102.462,0.2,electronic,0.156,0.104,From Somewhere Quiet,4.0,0.031,30,Carry Me Away,Nordic Electronica,Carry Me Away,2024-09-06,0.918,1.0,11.0,132200.0,nordic,audio_features,0
0.0293,94.383,0.117,electronic,0.0973,0.0615,springwell.,1.0,0.0408,12,petals,Nordic Electronica,petals,2024-09-06,0.965,1.0,8.0,123636.0,nordic,audio_features,0
0.159,56.162,0.0594,electronic,0.0597,0.0302,Kyle Preston,4.0,0.0429,19,Ocean Whispers,Nordic Electronica,Where Nothing Is Forgotten,2023-10-27,0.921,1.0,4.0,237351.0,nordic,audio_features,0
0.201,77.711,0.138,electronic,0.0938,0.0327,Raphah,5.0,0.0387,25,Hope and a Future,Nordic Electronica,Hope and a Future,2024-02-23,0.796,1.0,9.0,201920.0,nordic,audio_features,0
0.145,127.457,0.377,electronic,0.0926,0.26,Sarah Watson,3.0,0.04,48,First Heartbeat,Nordic Electronica,First Heartbeat,2024-04-12,0.955,1.0,6.0,91618.0,nordic,audio_features,0
0.0325,126.368,0.359,electronic,0.0976,0.326,Andreas Hauschild,3.0,0.0335,27,No3 | Madrugada,Nordic Electronica,No3 | Madrugada,2024-05-20,0.862,0.0,3.0,182000.0,nordic,audio_features,0
0.155,65.143,0.0597,electronic,0.0756,0.0338,Antonio Ministeri,3.0,0.0387,12,In Bloom,Nordic Electronica,In Bloom,2023-06-09,0.914,1.0,4.0,220046.0,nordic,audio_features,0
0.0348,72.346,0.531,electronic,0.105,0.089,George Ian Hewitt,4.0,0.0516,12,Latitude,Nordic Electronica,Latitude,2024-06-21,0.947,1.0,7.0,110004.0,nordic,audio_features,0
0.151,99.779,0.304,electronic,0.0896,0.0455,Have a Cigar,3.0,0.0339,15,I Opened A Book,Nordic Electronica,I Opened A Book,2023-04-21,0.926,1.0,7.0,251100.0,nordic,audio_features,0
0.0525,66.754,0.0658,electronic,0.115,0.0389,Christopher Galovan,4.0,0.0367,37,Resonance,Nordic Electronica,Resonance,2024-05-10,0.83,1.0,0.0,145267.0,nordic,audio_features,0
0.168,139.912,0.217,electronic,0.338,0.0376,Josh Leake,4.0,0.0402,16,Clara,Nordic Electronica,Seven Years,2019-03-14,0.938,1.0,8.0,402000.0,nordic,audio_features,0
0.0941,67.817,0.192,electronic,0.0795,0.0527,Beneath The Mountain,4.0,0.0334,19,Then There Was You,Nordic Electronica,Then There Was You,2023-11-09,0.89,1.0,2.0,194625.0,nordic,audio_features,0
0.202,92.081,0.24,electronic,0.1,0.0656,Onur Tarçın,4.0,0.0415,42,"Tomorrow, I'll be fine",Nordic Electronica,"Tomorrow, I'll be fine",2023-12-15,0.93,0.0,9.0,169293.0,nordic,audio_features,0
0.0748,48.232,0.207,electronic,0.0571,0.0385,Peter Sandberg,4.0,0.0328,37,Motion,Nordic Electronica,Deep,2019-03-01,0.9,1.0,11.0,269861.0,nordic,audio_features,0
0.24,79.44,0.0746,electronic,0.0888,0.0307,"Johannes Baumer, Distant Cowboy",3.0,0.0381,28,And So It Continues,Nordic Electronica,And So It Continues,2024-04-19,0.901,1.0,11.0,210478.0,nordic,audio_features,0
0.161,64.971,0.405,electronic,0.108,0.0439,Across The Great Valley,4.0,0.0296,22,Aria,Nordic Electronica,Aria,2022-12-30,0.796,1.0,0.0,170436.0,nordic,audio_features,0
0.817,120.039,0.819,latin,0.275,0.77,Asake,4.0,0.0698,61,Mr. Money With The Vibe,Afro-Latin Party,Joha,2022-09-07,0.201,0.0,1.0,148000.0,afro-latin,audio_features,0
0.537,102.014,0.861,latin,0.289,0.769,"Pheelz, Bnxn",4.0,0.159,44,Finesse,Afro-Latin Party,Finesse,2022-03-03,0.0,0.0,1.0,151765.0,afro-latin,audio_features,0
0.705,113.006,0.827,latin,0.102,0.624,"Lojay, Sarz",4.0,0.0429,58,LV N ATTN,Afro-Latin Party,Monalisa,2021-06-04,0.00556,0.0,10.0,213992.0,afro-latin,audio_features,0
0.657,116.984,0.829,latin,0.0937,0.811,Asake,4.0,0.0648,46,Terminator,Afro-Latin Party,Terminator,2022-08-18,5.27e-05,1.0,0.0,155897.0,afro-latin,audio_features,0
0.513,115.01,0.818,latin,0.0408,0.583,Crayon,4.0,0.0574,45,Ijo (Laba Laba),Afro-Latin Party,Ijo (Laba Laba),2022-07-06,0.00105,0.0,8.0,186000.0,afro-latin,audio_features,0
0.503,99.97,0.792,latin,0.0959,0.381,Ayra Starr,4.0,0.0626,68,Rush,Afro-Latin Party,Rush,2022-09-16,0.00057,1.0,1.0,185093.0,afro-latin,audio_features,0
0.588,111.995,0.861,latin,0.0591,0.705,"Asake, Burna Boy",4.0,0.243,47,Sungba (Remix) [feat. Burna Boy],Afro-Latin Party,Sungba (feat. Burna Boy) - Remix,2022-03-27,0.0,1.0,7.0,210000.0,afro-latin,audio_features,0
0.864,115.997,0.802,latin,0.0408,0.828,"Adekunle Gold, Davido",4.0,0.0386,47,High,Afro-Latin Party,High,2021-09-03,0.00107,0.0,6.0,193758.0,afro-latin,audio_features,0
0.659,116.054,0.819,latin,0.0435,0.441,"SPINALL, Asake",4.0,0.0973,46,PALAZZO,Afro-Latin Party,PALAZZO,2022-05-13,0.0,1.0,5.0,186002.0,afro-latin,audio_features,0
0.716,115.991,0.92,latin,0.104,0.961,"Kizz Daniel, Tekno",4.0,0.105,55,Buga (Lo Lo Lo),Afro-Latin Party,Buga (Lo Lo Lo),2022-05-03,0.00222,1.0,8.0,183103.0,afro-latin,audio_features,0
0.639,105.016,0.808,latin,0.231,0.612,1da Banton,4.0,0.147,54,No Wahala,Afro-Latin Party,No Wahala,2021-07-02,0.0281,0.0,11.0,162286.0,afro-latin,audio_features,0
0.58,130.672,0.805,latin,0.403,0.886,Asake,5.0,0.078,60,Mr. Money With The Vibe,Afro-Latin Party,Ototo,2022-09-07,0.000361,0.0,0.0,156735.0,afro-latin,audio_features,0
0.708,186.017,0.655,latin,0.113,0.525,"CKay, Joeboy, Kuami Eugene",4.0,0.141,58,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],Afro-Latin Party,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],2020-02-13,0.00117,0.0,5.0,188093.0,afro-latin,audio_features,0
0.718,114.125,0.741,latin,0.371,0.627,"Tiwa Savage, Asake",4.0,0.0588,50,Loaded,Afro-Latin Party,Loaded,2022-11-07,0.0,0.0,9.0,155789.0,afro-latin,audio_features,0
0.525,100.033,0.805,latin,0.0779,0.693,Rema,4.0,0.0638,60,Soundgasm,Afro-Latin Party,Soundgasm,2021-06-10,0.00203,0.0,6.0,204755.0,afro-latin,audio_features,0
0.475,113.016,0.861,latin,0.0708,0.248,"Davido, Focalistic",4.0,0.0537,44,Champion Sound,Afro-Latin Party,Champion Sound,2021-11-19,0.322,0.0,1.0,237876.0,afro-latin,audio_features,0
0.653,112.995,0.871,latin,0.0883,0.51,"CKay, Focalistic, Davido, Abidoza",4.0,0.0505,42,"WATAWI (feat. Davido, Focalistic & Abidoza)",Afro-Latin Party,"WATAWI (feat. Davido, Focalistic & Abidoza)",2022-06-17,0.403,0.0,1.0,305941.0,afro-latin,audio_features,0
0.658,104.033,0.873,latin,0.0999,0.483,"Burna Boy, Wizkid",4.0,0.108,53,B. D’OR (feat. Wizkid),Afro-Latin Party,B. D’OR (feat. Wizkid),2021-12-14,0.0061,0.0,4.0,189800.0,afro-latin,audio_features,0
0.415,108.014,0.951,latin,0.0792,0.633,Fireboy DML,4.0,0.077,51,Peru,Afro-Latin Party,Peru,2021-07-21,0.00403,0.0,7.0,151641.0,afro-latin,audio_features,0
0.7,101.944,0.897,latin,0.12,0.755,"Wizkid, Bnxn",4.0,0.117,60,Made In Lagos: Deluxe Edition,Afro-Latin Party,Mood (feat. BNXN),2021-08-27,0.009,0.0,1.0,209760.0,afro-latin,audio_features,0
0.694,189.998,0.686,latin,0.109,0.587,Wizkid,4.0,0.257,63,Joro,Afro-Latin Party,Joro,2019-09-30,0.000904,0.0,7.0,262737.0,afro-latin,audio_features,0
0.749,100.503,0.545,latin,0.232,0.681,"Wizkid, Burna Boy",4.0,0.153,62,Made In Lagos,Afro-Latin Party,Ginger (feat. Burna Boy),2020-10-29,0.0,0.0,4.0,196147.0,afro-latin,audio_features,0
